transaction_id,confirmation_number,customer_id,cashier_id,product_id,category_id,brand_id,store_id,store_city_id,payment_method_id,transaction_status_id,return_reason_id,customer_name,customer_email,customer_phone,cashier_name,product_name,product_sku,product_color,product_size,store_address,store_latitude,store_longitude,quantity,unit_price,discount_pct,discount_amount,gst_rate_pct,gst_amount,subtotal,total_amount,loyalty_points_earned,transaction_date,transaction_timestamp,updated_at,customer_rating
TXN-001676,RF-1840-fa579b,C-255,EMP-1016,P-215,1,5,STORE-06,5,1,1,6,Jagvi Desai,finnmand@example.org,4110809969,Ganga Nigam,Puma Formal Shoes,SKU-P-215-783,Blue,XXL,"355, Dube Zila, Machilipatnam-109027",17.680629,75.714764,2,3499.0,0,0.0,18.0,1259.64,6998.0,8257.64,82,2019-01-07,2019-01-07T11:36:54,2019-01-07 11:36:54,
TXN-000335,RF-2086-e87457,C-190,EMP-1006,P-240,3,13,STORE-05,4,2,1,6,Ethan Butala,morarsai@example.com,1212678886,Prisha Nadig,Ray-Ban Sunglasses,SKU-P-240-818,Beige,,"45, Iyer, Sri Ganganagar-666113",24.64512,72.56426,1,6999.0,15,1049.85,18.0,1070.85,5949.15,7020.0,70,2019-01-08,2019-01-08T19:43:16,2019-01-08 19:43:16,3.2
TXN-000310,RF-8679-419c37,C-250,EMP-1023,P-255,4,18,STORE-06,5,2,1,6,Aahana Zachariah,reyansh58@example.org,2880133613,Harinakshi Prashad,boAt Power Bank,SKU-P-255-160,Navy,,"H.No. 40, Virk, Howrah 256798",8.100421,84.532221,3,3999.0,0,0.0,18.0,2159.46,11997.0,14156.46,141,2019-01-08,2019-01-08T20:20:59,2019-01-08 20:20:59,3.9
TXN-001433,RF-9257-45710d,C-257,EMP-1022,P-249,3,16,STORE-04,3,4,1,6,Theodore Sura,lipika77@example.org,5184498926,Dominic Dixit,Casio Backpack,SKU-P-249-820,White,,"66, Mahajan Path, Ballia-435124",23.571609,91.429235,1,799.0,10,79.9,18.0,129.44,719.1,848.54,8,2019-01-09,2019-01-09T11:44:46,2019-01-09 11:44:46,3.2
TXN-000697,RF-8488-d72950,C-276,EMP-1005,P-205,1,3,STORE-06,5,3,2,4,Abhiram Swamy,ranbir68@example.com,3266341638,Gagan Sule,Woodland Running Shoes,SKU-P-205-729,Maroon,6,"75/228, Narayanan Zila, Moradabad-295162",9.192506,84.791217,1,5999.0,5,299.95,18.0,1025.83,5699.05,6724.88,67,2019-01-10,2019-01-10T10:20:25,2019-01-10 10:20:25,
TXN-002644,RF-8544-189958,C-120,EMP-1017,P-262,5,20,STORE-11,10,1,1,6,Gayathri Ravel,chackopriya@example.org,2046537556,Urvi Banik,Prestige Non-stick Pan,SKU-P-262-510,Black,,"908, Bal Nagar, Bhalswa Jahangir Pur-876285",22.73249,79.255058,4,2499.0,10,999.6,12.0,1079.57,8996.4,10075.97,100,2019-01-10,2019-01-10T12:56:00,2019-01-10 12:56:00,3.7
TXN-001230,RF-8074-2417c1,C-136,EMP-1022,P-227,2,9,STORE-04,3,3,1,6,Udyati Mani,mmittal@example.com,1369594406,Dominic Dixit,Allen Solly Chinos,SKU-P-227-828,Green,11,"H.No. 567, Bhakta Ganj, Gudivada 848335",15.771335,73.487997,1,799.0,0,0.0,12.0,95.88,799.0,894.88,8,2019-01-10,2019-01-10T16:09:20,2019-01-10 16:09:20,4.1
TXN-001175,RF-2752-9cc5f8,C-297,EMP-1001,P-262,5,20,STORE-07,6,2,1,6,Daksha Mangal,fseth@example.net,2982665702,Ekantika Pillay,Prestige Non-stick Pan,SKU-P-262-427,Blue,,"H.No. 888, Setty Marg, Thane-598603",18.068508,78.622547,2,2499.0,0,0.0,12.0,599.76,4998.0,5597.76,55,2019-01-11,2019-01-11T09:11:10,2019-01-11 09:11:10,
TXN-002804,RF-7207-170bcd,C-269,EMP-1010,P-208,1,4,STORE-08,7,3,1,6,Mitali Kapadia,dghosh@example.org,5003691559,Udyati Dalal,Bata Running Shoes,SKU-P-208-896,Red,L,"64/824, Nazareth Street, Patna-709958",10.093986,74.612401,1,2499.0,5,124.95,18.0,427.33,2374.05,2801.38,28,2019-01-11,2019-01-11T15:15:47,2019-01-11 15:15:47,3.2
TXN-002755,RF-9863-73afda,C-185,EMP-1018,P-228,2,9,STORE-09,8,3,3,6,Forum Karpe,dswaminathan@example.org,2287280801,Nachiket Sharma,Allen Solly Denim Jeans,SKU-P-228-903,Navy,6,"55/80, Mani Marg, Jehanabad 908030",27.506085,93.742163,1,999.0,0,0.0,12.0,119.88,999.0,1118.88,11,2019-01-11,2019-01-11T18:04:21,2019-01-11 18:04:21,
TXN-002926,RF-4062-100b2a,C-134,EMP-1024,P-225,2,8,STORE-07,6,1,1,6,Tanmayi Aurora,vbuch@example.net,5780913431,Lopa Grover,Arrow Formal Shirt,SKU-P-225-780,Maroon,7,"H.No. 692, Natt Road, Tumkur 412068",14.750251,92.43002,2,2499.0,0,0.0,12.0,599.76,4998.0,5597.76,55,2019-01-11,2019-01-11T18:04:44,2019-01-11 18:04:44,4.6
TXN-001048,RF-3517-c80980,C-145,EMP-1012,P-222,2,8,STORE-07,6,3,1,6,Jhalak Contractor,lokeayush@example.org,4550229612,Simon Apte,Arrow Track Pants,SKU-P-222-282,Green,8,"037, Saraf Chowk, Haldia-700637",31.959111,69.173894,2,2499.0,20,999.6,12.0,479.81,3998.4,4478.21,44,2019-01-12,2019-01-12T10:18:51,2019-01-12 10:18:51,
TXN-002031,RF-6556-64b6bb,C-208,EMP-1016,P-221,2,7,STORE-06,5,1,1,6,Eta Raman,settychristopher@example.com,1020275884,Ganga Nigam,Levi's Hooded Jacket,SKU-P-221-684,White,10,"24/615, Hegde Marg, Vasai-Virar 617331",19.940285,78.586079,1,999.0,0,0.0,12.0,119.88,999.0,1118.88,11,2019-01-12,2019-01-12T13:29:20,2019-01-12 13:29:20,
TXN-001397,RF-6128-572031,C-106,EMP-1007,P-229,2,10,STORE-08,7,5,1,6,Alka Wable,pdara@example.org,5098393010,Kai Taneja,Van Heusen Denim Jeans,SKU-P-229-449,Maroon,8,"606, Saini Path, Noida 553624",27.466023,68.728766,1,1999.0,0,0.0,12.0,239.88,1999.0,2238.88,22,2019-01-12,2019-01-12T18:25:36,2019-01-12 18:25:36,3.7
TXN-001520,RF-8558-c87dcc,C-298,EMP-1022,P-250,3,16,STORE-04,3,3,1,6,Gautam Krishna,nvaidya@example.org,8602592222,Dominic Dixit,Casio Backpack,SKU-P-250-937,Navy,,"15/19, Bhattacharyya Street, Hyderabad-988867",30.573736,82.468232,1,1499.0,10,149.9,18.0,242.84,1349.1,1591.94,15,2019-01-12,2019-01-12T20:38:11,2019-01-12 20:38:11,
TXN-000949,RF-4885-6c468d,C-132,EMP-1003,P-232,3,11,STORE-05,4,3,3,6,Jacob Dube,leelahalder@example.net,1465840449,Jairaj Maharaj,Titan Sunglasses,SKU-P-232-466,Navy,,"H.No. 784, Kurian Street, Tadepalligudem 362962",19.288343,70.680317,3,6499.0,0,0.0,18.0,3509.46,19497.0,23006.46,230,2019-01-14,2019-01-14T12:19:27,2019-01-14 12:19:27,
TXN-001242,RF-2896-d973b5,C-117,EMP-1017,P-234,3,11,STORE-11,10,5,2,1,Vaishnavi Bora,chhabrapavani@example.org,8708317278,Urvi Banik,Titan Backpack,SKU-P-234-306,Blue,,"H.No. 47, Soman, Satara 234062",23.87917,69.774596,1,799.0,5,39.95,18.0,136.63,759.05,895.68,8,2019-01-14,2019-01-14T12:19:45,2019-01-14 12:19:45,
TXN-000016,RF-1187-47a1c7,C-122,EMP-1001,P-217,2,6,STORE-07,6,5,1,6,Devika Prashad,barmanidika@example.net,5185067165,Ekantika Pillay,Reebok Chinos,SKU-P-217-749,White,XL,"68, Kumar Street, Kottayam-216484",31.251299,94.921928,1,999.0,5,49.95,12.0,113.89,949.05,1062.94,10,2019-01-15,2019-01-15T12:20:54,2019-01-15 12:20:54,3.9
TXN-000227,RF-2118-233af1,C-258,EMP-1019,P-236,3,12,STORE-10,9,3,1,6,Zansi Krishnamurthy,thakerliam@example.com,3184322259,Turvi Sachdev,Fastrack Leather Belt,SKU-P-236-359,Navy,,"65/469, Nagar Zila, Gandhinagar 464737",20.696633,85.035393,1,6999.0,0,0.0,18.0,1259.82,6999.0,8258.82,82,2019-01-17,2019-01-17T16:21:41,2019-01-17 16:21:41,
TXN-002220,RF-2954-c927cc,C-223,EMP-1007,P-232,3,11,STORE-08,7,2,1,6,Wazir Char,schahal@example.net,3103241714,Kai Taneja,Titan Sunglasses,SKU-P-232-901,Grey,,"08/299, Chacko Zila, Bidar-310282",18.462298,77.699051,2,6499.0,5,649.9,18.0,2222.66,12348.1,14570.76,145,2019-01-18,2019-01-18T11:22:45,2019-01-18 11:22:45,
TXN-002777,RF-7777-1c25e5,C-171,EMP-1009,P-254,4,18,STORE-08,7,3,1,6,Xavier Balay,nirjathaker@example.net,0283857865,Bina Hari,boAt Wireless Earbuds,SKU-P-254-254,White,,"33, Manne Circle, Giridih 983991",19.642819,72.832531,1,3999.0,0,0.0,18.0,719.82,3999.0,4718.82,47,2019-01-19,2019-01-19T09:32:33,2019-01-19 09:32:33,4.7
TXN-002819,RF-1497-c248fb,C-107,EMP-1013,P-244,3,14,STORE-11,10,2,1,6,Ekavir Varkey,urvashiray@example.org,1656670106,Aachal Bir,Fossil Analog Watch,SKU-P-244-968,Brown,,"H.No. 46, Sastry Marg, Thoothukudi-646314",27.743177,88.04325,1,2199.0,0,0.0,18.0,395.82,2199.0,2594.82,25,2019-01-19,2019-01-19T12:17:30,2019-01-19 12:17:30,
TXN-001576,RF-1458-dbf216,C-142,EMP-1010,P-220,2,7,STORE-08,7,2,1,6,Saumya Pathak,bhatvarenya@example.com,1771159212,Udyati Dalal,Levi's Hooded Jacket,SKU-P-220-580,Green,XL,"446, Basu Ganj, Parbhani-879400",15.308791,82.981914,1,899.0,5,44.95,12.0,102.49,854.05,956.54,9,2019-01-19,2019-01-19T13:56:43,2019-01-19 13:56:43,
TXN-001376,RF-6921-29affe,C-108,EMP-1002,P-203,1,2,STORE-03,2,2,1,6,Ranveer Yadav,savantguneet@example.org,1326773602,Prisha Bhattacharyya,Adidas Sports Sandals,SKU-P-203-504,Black,XL,"12, Dutta Chowk, Tiruppur-322896",33.320619,94.57193,1,3999.0,0,0.0,18.0,719.82,3999.0,4718.82,47,2019-01-19,2019-01-19T16:59:19,2019-01-19 16:59:19,
TXN-002310,RF-1980-255334,C-277,EMP-1001,P-241,3,13,STORE-07,6,1,1,6,Nitara Guha,uguha@example.org,0802144270,Ekantika Pillay,Ray-Ban Handbag,SKU-P-241-337,Brown,,"25/659, Sandal, Shimoga-589497",23.544822,71.161375,1,6999.0,0,0.0,18.0,1259.82,6999.0,8258.82,82,2019-01-20,2019-01-20T14:50:43,2019-01-20 14:50:43,4.1
TXN-002417,RF-1230-fc7198,C-122,EMP-1012,P-231,2,10,STORE-07,6,1,1,6,Devika Prashad,barmanidika@example.net,5185067165,Simon Apte,Van Heusen Formal Shirt,SKU-P-231-830,Red,S,"H.No. 81, Dani Street, Tezpur-846015",13.135761,77.077866,1,899.0,0,0.0,12.0,107.88,899.0,1006.88,10,2019-01-21,2019-01-21T17:04:40,2019-01-21 17:04:40,
TXN-002902,RF-4424-2b90cd,C-159,EMP-1022,P-221,2,7,STORE-04,3,6,1,6,Benjamin Mutti,bhavikaparikh@example.org,4156676527,Dominic Dixit,Levi's Hooded Jacket,SKU-P-221-712,White,XXL,"H.No. 76, Patel Zila, Panihati-142066",31.398258,92.999016,1,999.0,20,199.8,12.0,95.9,799.2,895.1,8,2019-01-21,2019-01-21T19:07:40,2019-01-21 19:07:40,
TXN-002316,RF-7527-f81cb1,C-244,EMP-1001,P-244,3,14,STORE-09,8,2,1,6,Jatin Seshadri,gsubramanian@example.org,2169958669,Ekantika Pillay,Fossil Analog Watch,SKU-P-244-787,Red,,"56/626, Dugar Ganj, Ballia-896318",33.708405,91.414694,2,2199.0,5,219.9,18.0,752.06,4178.1,4930.16,49,2019-01-22,2019-01-22T11:05:23,2019-01-22 11:05:23,
TXN-000279,RF-9811-5d6613,C-228,EMP-1019,P-220,2,7,STORE-10,9,2,1,6,Gaurav Guha,dominicmukhopadhyay@example.net,2890233030,Turvi Sachdev,Levi's Hooded Jacket,SKU-P-220-573,Green,6,"648, Bahri Path, Imphal 673611",19.728586,76.355741,1,899.0,0,0.0,12.0,107.88,899.0,1006.88,10,2019-01-22,2019-01-22T16:49:55,2019-01-22 16:49:55,
TXN-001813,RF-7250-036cb1,C-196,EMP-1012,P-201,1,1,STORE-07,6,3,1,6,Charita Basu,gangasandhu@example.com,6226609379,Simon Apte,Nike Running Shoes,SKU-P-201-129,Navy,M,"266, Kulkarni Path, Karawal Nagar 466161",23.700757,75.313976,1,1799.0,0,0.0,18.0,323.82,1799.0,2122.82,21,2019-01-23,2019-01-23T16:48:56,2019-01-23 16:48:56,
TXN-001086,RF-1243-3cc1f5,C-112,EMP-1019,P-260,5,20,STORE-10,9,3,2,2,Charan Chanda,jsane@example.org,1280598262,Turvi Sachdev,Prestige Photo Frame,SKU-P-260-257,Black,,"19/65, Kalita Circle, Dehri-163003",12.467627,78.466638,3,999.0,15,449.55,12.0,305.69,2547.45,2853.14,28,2019-01-25,2019-01-25T11:59:14,2019-01-25 11:59:14,
TXN-001382,RF-7191-328ec1,C-159,EMP-1019,P-208,1,4,STORE-09,8,3,3,6,Benjamin Mutti,bhavikaparikh@example.org,4156676527,Turvi Sachdev,Bata Running Shoes,SKU-P-208-929,Black,XXL,"41/45, Seshadri Zila, Unnao 942426",32.318424,70.759437,1,2499.0,10,249.9,18.0,404.84,2249.1,2653.94,26,2019-01-26,2019-01-26T11:12:38,2019-01-26 11:12:38,
TXN-000580,RF-3185-cbe670,C-171,EMP-1025,P-222,2,8,STORE-01,1,3,1,6,Xavier Balay,nirjathaker@example.net,0283857865,Divya Balay,Arrow Track Pants,SKU-P-222-223,Black,7,"92, Patla, Coimbatore-229931",31.194133,95.455577,1,2499.0,5,124.95,12.0,284.89,2374.05,2658.94,26,2019-01-28,2019-01-28T17:38:51,2019-01-28 17:38:51,
TXN-002658,RF-1204-3e9ad8,C-286,EMP-1003,P-202,1,1,STORE-05,4,5,1,6,Divya Bains,jparekh@example.org,5933441969,Jairaj Maharaj,Nike Formal Shoes,SKU-P-202-351,Red,XXL,"05/15, Padmanabhan Marg, Ongole 718191",26.224566,75.655747,3,4299.0,0,0.0,18.0,2321.46,12897.0,15218.46,152,2019-01-29,2019-01-29T12:21:03,2019-01-29 12:21:03,4.0
TXN-001133,RF-2436-502df4,C-107,EMP-1008,P-214,1,5,STORE-09,8,3,1,6,Ekavir Varkey,urvashiray@example.org,1656670106,Waida Gole,Puma Formal Shoes,SKU-P-214-457,Red,9,"17/708, Soni Chowk, Gudivada 319934",28.668555,96.280883,1,4999.0,0,0.0,18.0,899.82,4999.0,5898.82,58,2019-01-29,2019-01-29T13:08:16,2019-01-29 13:08:16,
TXN-002731,RF-8025-7e2522,C-279,EMP-1022,P-220,2,7,STORE-04,3,1,1,6,Triveni Chandra,kulkarnivasana@example.net,3503136502,Dominic Dixit,Levi's Hooded Jacket,SKU-P-220-740,Maroon,XXL,"H.No. 172, Saini Nagar, Kadapa-021079",8.571531,69.750215,2,899.0,0,0.0,12.0,215.76,1798.0,2013.76,20,2019-01-29,2019-01-29T16:19:58,2019-01-29 16:19:58,4.3
TXN-001247,RF-7772-fe08a1,C-275,EMP-1008,P-235,3,12,STORE-07,6,3,1,6,Krishna Zacharia,idika78@example.org,7456424008,Waida Gole,Fastrack Analog Watch,SKU-P-235-261,Beige,,"876, Dewan Circle, Ratlam 472146",8.397466,89.247168,3,1299.0,15,584.55,18.0,596.24,3312.45,3908.69,39,2019-01-29,2019-01-29T17:01:06,2019-01-29 17:01:06,
TXN-001697,RF-6894-f701e2,C-156,EMP-1015,P-255,4,18,STORE-11,10,4,2,3,Madhav Devan,bahlaahana@example.org,8986143410,Meghana Balakrishnan,boAt Power Bank,SKU-P-255-887,Navy,,"31/259, Tak Road, Haldia-967042",15.727787,94.289212,3,3999.0,5,599.85,18.0,2051.49,11397.15,13448.64,134,2019-01-31,2019-01-31T17:50:05,2019-01-31 17:50:05,
TXN-002489,RF-3967-ece75e,C-135,EMP-1014,P-251,3,17,STORE-02,1,6,1,6,Ojas Mistry,nishagole@example.org,1969379237,Abeer Comar,Wildcraft Digital Watch,SKU-P-251-745,Blue,,"57, Dara Marg, Siwan 874095",26.415584,75.780254,1,2799.0,0,0.0,18.0,503.82,2799.0,3302.82,33,2019-02-01,2019-02-01T18:16:44,2019-02-01 18:16:44,
TXN-000612,RF-8149-f14e13,C-105,EMP-1006,P-230,2,10,STORE-05,4,2,2,2,Chanchal Tripathi,hbahl@example.com,3039117182,Prisha Nadig,Van Heusen Sports T-Shirt,SKU-P-230-658,Blue,XL,"68/19, Bandi Nagar, Gorakhpur 865180",18.059404,86.558795,1,999.0,5,49.95,12.0,113.89,949.05,1062.94,10,2019-02-02,2019-02-02T17:29:43,2019-02-02 17:29:43,
TXN-001859,RF-6425-0b821f,C-202,EMP-1022,P-262,5,20,STORE-04,3,3,1,6,Lucky Luthra,suhani75@example.net,1751863637,Dominic Dixit,Prestige Non-stick Pan,SKU-P-262-360,Green,,"534, Edwin Zila, Howrah 078049",32.577146,77.452497,1,2499.0,10,249.9,12.0,269.89,2249.1,2518.99,25,2019-02-03,2019-02-03T20:07:10,2019-02-03 20:07:10,4.0
TXN-000604,RF-5899-bffd12,C-161,EMP-1004,P-241,3,13,STORE-02,1,3,1,6,Azaan Dhar,dubeshivani@example.com,7192856543,Shaurya Kadakia,Ray-Ban Handbag,SKU-P-241-569,Brown,,"H.No. 81, Sawhney Circle, Kolhapur 199104",12.501387,93.023932,4,6999.0,5,1399.8,18.0,4787.32,26596.2,31383.52,313,2019-02-04,2019-02-04T10:13:26,2019-02-04 10:13:26,4.0
TXN-000913,RF-8689-6454cc,C-240,EMP-1010,P-212,1,5,STORE-08,7,3,1,6,Ayush De,advik89@example.net,5889163756,Udyati Dalal,Puma Sports Sandals,SKU-P-212-283,Maroon,XXL,"14/622, Garg Road, Bhopal 165814",26.510677,82.579835,2,4299.0,10,859.8,18.0,1392.88,7738.2,9131.08,91,2019-02-04,2019-02-04T10:52:04,2019-02-04 10:52:04,3.5
TXN-001215,RF-2085-0489ea,C-158,EMP-1008,P-232,3,11,STORE-07,6,6,1,6,Upma Bassi,natarajankiaan@example.org,8527722170,Waida Gole,Titan Sunglasses,SKU-P-232-556,Black,,"H.No. 46, Sahota Ganj, Medininagar 445504",15.376725,85.643503,1,6499.0,0,0.0,18.0,1169.82,6499.0,7668.82,76,2019-02-07,2019-02-07T16:14:40,2019-02-07 16:14:40,
TXN-002296,RF-7014-454969,C-223,EMP-1019,P-252,3,17,STORE-10,9,5,2,1,Wazir Char,schahal@example.net,3103241714,Turvi Sachdev,Wildcraft Digital Watch,SKU-P-252-114,Brown,,"555, Madan Marg, Vadodara-730075",19.915358,83.095187,1,2199.0,0,0.0,18.0,395.82,2199.0,2594.82,25,2019-02-07,2019-02-07T16:28:27,2019-02-07 16:28:27,
TXN-002096,RF-6001-9ecc7e,C-206,EMP-1025,P-246,3,14,STORE-01,1,2,1,6,Yuvraj Mane,chatura37@example.com,3791805526,Divya Balay,Fossil Analog Watch,SKU-P-246-669,White,,"773, Tella Nagar, Kalyan-Dombivli 677733",27.433904,85.017944,2,799.0,5,79.9,18.0,273.26,1518.1,1791.36,17,2019-02-08,2019-02-08T14:12:38,2019-02-08 14:12:38,
TXN-001888,RF-9639-75e2f3,C-104,EMP-1022,P-210,1,4,STORE-04,3,1,1,6,Yashodhara Tak,hsidhu@example.com,1845146270,Dominic Dixit,Bata Casual Boots,SKU-P-210-978,Green,S,"61/13, Om Marg, Kolkata-054191",12.335937,90.021426,2,1799.0,20,719.6,18.0,518.11,2878.4,3396.51,33,2019-02-08,2019-02-08T17:15:47,2019-02-08 17:15:47,
TXN-002494,RF-2817-743d4d,C-249,EMP-1022,P-212,1,5,STORE-04,3,2,1,6,Yashasvi Dutta,garima54@example.org,8015739930,Dominic Dixit,Puma Sports Sandals,SKU-P-212-458,Navy,6,"H.No. 303, Gopal Road, Thane 973378",18.251933,89.807893,1,4299.0,0,0.0,18.0,773.82,4299.0,5072.82,50,2019-02-09,2019-02-09T18:34:16,2019-02-09 18:34:16,
TXN-002095,RF-2824-f7d415,C-287,EMP-1022,P-228,2,9,STORE-04,3,1,3,6,Oscar Sura,ijaya66@example.org,9060480589,Dominic Dixit,Allen Solly Denim Jeans,SKU-P-228-581,Blue,7,"20/411, Kala Path, Dehradun 645699",21.866605,80.43811,2,999.0,5,99.9,12.0,227.77,1898.1,2125.87,21,2019-02-09,2019-02-09T18:42:50,2019-02-09 18:42:50,
TXN-001312,RF-2854-706ce4,C-199,EMP-1001,P-237,3,12,STORE-07,6,3,1,6,Jagrati Andra,tsagar@example.com,2190340438,Ekantika Pillay,Fastrack Sunglasses,SKU-P-237-749,Maroon,,"26, Nayak Street, Jalna-737949",22.441962,77.521692,1,3199.0,15,479.85,18.0,489.45,2719.15,3208.6,32,2019-02-10,2019-02-10T15:51:56,2019-02-10 15:51:56,
TXN-002368,RF-6874-2cd995,C-174,EMP-1019,P-238,3,12,STORE-10,9,1,1,6,Niharika Soni,baljiwangill@example.com,0672400499,Turvi Sachdev,Fastrack Backpack,SKU-P-238-234,Blue,,"028, Desai Path, Raiganj-054049",14.028587,86.021535,1,6499.0,5,324.95,18.0,1111.33,6174.05,7285.38,72,2019-02-10,2019-02-10T16:20:54,2019-02-10 16:20:54,
TXN-000249,RF-3772-e5ea9c,C-166,EMP-1024,P-253,3,17,STORE-07,6,3,2,4,Elijah Bhasin,eiravati56@example.org,8815371473,Lopa Grover,Wildcraft Leather Wallet,SKU-P-253-749,Brown,,"H.No. 855, Zachariah Road, Indore 678015",15.560612,73.804213,2,799.0,0,0.0,18.0,287.64,1598.0,1885.64,18,2019-02-10,2019-02-10T17:44:41,2019-02-10 17:44:41,
TXN-001867,RF-6202-9945bc,C-192,EMP-1020,P-213,1,5,STORE-08,7,5,1,6,Zayan Koshy,nnatarajan@example.com,7569245937,Chandani Mutti,Puma Running Shoes,SKU-P-213-366,Beige,S,"H.No. 47, Soni Street, Bikaner 332678",23.240232,87.706009,2,1799.0,0,0.0,18.0,647.64,3598.0,4245.64,42,2019-02-10,2019-02-10T17:47:55,2019-02-10 17:47:55,4.9
TXN-002801,RF-4792-c1b173,C-174,EMP-1004,P-206,1,3,STORE-02,1,5,1,6,Niharika Soni,baljiwangill@example.com,0672400499,Shaurya Kadakia,Woodland Sneakers,SKU-P-206-457,Red,6,"269, Patla Circle, Hosur-176254",26.286335,74.236941,1,3499.0,5,174.95,18.0,598.33,3324.05,3922.38,39,2019-02-10,2019-02-10T20:45:29,2019-02-10 20:45:29,3.7
